region,country,item_type,sales_channel,order_priority,order_date,order_id,ship_date,units_sold,unit_price,unit_cost,total_revenue,total_cost,total_profit
Sub-Saharan Africa,Rwanda,Cosmetics,Offline,H,2013-10-18,SYN000194,2013-11-22,4548,448.57,266.3,2040096.3599999999,1174962.75,727102.97
Sub-Saharan Africa,Zambia,Snacks,Online,L,2011-01-02,SYN000195,2011-01-04,3892,145.46,91.29,566130.3200000001,399990.74,220199.51
Sub-Saharan Africa,Kenya,Vegetables,Online,L,2012-03-15,SYN000196,2012-04-02,6449,162.37,81.82,1047124.13,571114.68,369219.68
Middle East and North Africa,Libya,Fruits,Online,L,2015-08-18,SYN000197,2015-09-23,642,9.43,7.06,6054.0599999999995,4893.98,1737.33
Europe,United Kingdom,Household,Online,L,2012-01-09,SYN000198,2012-02-08,274,705.84,521.52,193400.16,137064.7,40112.09
Sub-Saharan Africa,The Gambia,Cereal,Offline,H,2012-06-11,SYN000199,2012-06-01,1946,205.33,131.05,399572.18000000005,259688.82,173456.68
Sub-Saharan Africa,Madagascar,Clothes,Offline,L,2015-04-22,SYN000200,2015-05-23,7146,115.24,35.22,823505.0399999999,265741.91,568365.26
Europe,Switzerland,Cosmetics,Offline,M,2012-09-22,SYN000201,2012-10-20,8137,419.96,277.74,3417214.52,2523841.36,1576397.19
Sub-Saharan Africa,Comoros,Cereal,Offline,H,2016-03-31,SYN000202,2016-04-26,1023,207.88,112.98,212661.24,108737.42,83986.15
Sub-Saharan Africa,Sao Tome and Principe,Beverages,Offline,C,2011-01-14,SYN000203,2011-01-23,8784,45.54,31.05,400023.36,272919.72,135587.66
Middle East and North Africa,Lebanon,Clothes,Online,L,2012-09-24,SYN000204,2012-10-10,7957,107.17,32.97,852751.6900000001,269384.0,614995.12
Asia,Sri Lanka,Cosmetics,Offline,M,2016-11-23,SYN000205,2016-12-15,7156,426.15,252.59,3049529.4,1734387.88,1359668.07
Sub-Saharan Africa,Mauritania,Office Supplies,Offline,C,2012-01-15,SYN000206,2012-01-12,1302,609.38,522.22,793412.76,625466.79,150720.48
Sub-Saharan Africa,Zambia,Snacks,Online,L,2010-12-29,SYN000207,2010-12-29,4058,146.74,100.15,595470.92,412372.6,204701.49
Australia and Oceania,Federated States of Micronesia,Beverages,Online,C,2014-10-24,SYN000208,2014-11-19,9741,43.51,32.5,423830.91,297936.91,152907.35
Sub-Saharan Africa,The Gambia,Cereal,Offline,H,2012-06-02,SYN000209,2012-06-04,2042,206.11,107.93,420876.62000000005,251215.36,194325.73
Europe,Norway,Beverages,Offline,C,2014-07-21,SYN000210,2014-07-30,5308,44.83,31.63,237957.63999999998,177956.14,79382.58
Europe,Macedonia,Clothes,Offline,C,2014-10-18,SYN000211,2014-11-21,7850,104.26,36.19,818441.0,255884.0,574229.43
Sub-Saharan Africa,Sao Tome and Principe,Beverages,Offline,C,2011-01-18,SYN000212,2011-01-27,8108,47.29,34.16,383427.32,289261.51,128988.23
Sub-Saharan Africa,Sierra Leone,Office Supplies,Offline,M,2011-11-19,SYN000213,2012-01-06,3483,668.44,536.05,2328176.52,1811030.04,419907.76
Europe,Slovenia,Beverages,Offline,C,2016-10-25,SYN000214,2016-11-24,4451,50.56,30.42,225042.56,148693.87,69045.5
North America,Mexico,Personal Care,Offline,M,2015-08-02,SYN000215,2015-08-12,5528,87.5,58.9,483700.0,320423.09,151320.14
Australia and Oceania,Solomon Islands,Baby Food,Online,C,2015-01-30,SYN000216,2015-02-21,3048,254.95,145.96,777087.6,461492.0,294282.5
Sub-Saharan Africa,Republic of the Congo,Personal Care,Offline,M,2015-07-11,SYN000217,2015-08-29,5870,83.64,61.59,490966.8,372914.85,145629.68
Europe,Norway,Baby Food,Online,L,2014-05-14,SYN000218,2014-06-29,7446,255.43,152.74,1901931.78,1148027.0,725832.0
Sub-Saharan Africa,Cameroon,Office Supplies,Online,M,2011-11-14,SYN000219,2011-11-16,6132,695.85,511.58,4266952.2,3041148.32,697713.43
Asia,Laos,Vegetables,Offline,C,2011-09-20,SYN000220,2011-10-16,3742,160.74,87.07,601489.0800000001,347332.85,239270.02
Sub-Saharan Africa,Rwanda,Office Supplies,Offline,L,2013-02-01,SYN000221,2013-02-04,4968,682.88,580.97,3392547.84,2631680.64,663226.33
Europe,Bulgaria,Office Supplies,Online,M,2012-02-22,SYN000222,2012-02-28,3838,652.28,457.17,2503450.6399999997,2056601.04,469296.74
Sub-Saharan Africa,Angola,Household,Offline,M,2011-04-28,SYN000223,2011-05-03,4096,613.37,492.34,2512363.52,2106807.78,733956.59
Sub-Saharan Africa,Sierra Leone,Office Supplies,Offline,M,2011-11-22,SYN000224,2012-01-08,3461,654.45,530.93,2265051.45,1804372.08,443183.92
Middle East and North Africa,Lebanon,Clothes,Online,L,2012-09-12,SYN000225,2012-10-14,8225,115.19,34.71,947437.75,270155.37,599248.06
Middle East and North Africa,Azerbaijan,Office Supplies,Online,M,2012-06-08,SYN000226,2012-07-17,1999,623.24,526.3,1245856.76,1131309.25,242845.22
Sub-Saharan Africa,Lesotho,Fruits,Online,L,2013-08-21,SYN000227,2013-09-17,9504,8.97,6.61,85250.88,64726.46,23464.35
Sub-Saharan Africa,Niger,Personal Care,Online,H,2017-03-04,SYN000228,2017-03-24,2917,83.66,59.31,244036.22,158712.58,83103.77
Central America and the Caribbean,Grenada,Cereal,Online,C,2012-08-26,SYN000229,2012-09-20,2588,232.38,114.74,601399.44,317155.16,252971.38
Australia and Oceania,Tuvalu,Baby Food,Offline,H,2010-06-03,SYN000230,2010-06-30,9502,278.55,155.26,2646782.1,1658246.04,1014634.72
Central America and the Caribbean,Belize,Clothes,Offline,M,2016-07-27,SYN000231,2016-09-01,5113,114.91,32.17,587534.83,206580.0,402655.63
Europe,Moldova,Personal Care,Online,L,2016-05-01,SYN000232,2016-05-12,5159,81.11,52.99,418446.49,306351.85,128358.62
Sub-Saharan Africa,Zambia,Snacks,Online,L,2010-12-31,SYN000233,2011-01-11,4563,150.47,96.18,686594.61,427324.83,243185.23
Asia,Brunei,Office Supplies,Online,L,2012-03-29,SYN000234,2012-05-12,6811,606.34,516.77,4129781.74,3344157.22,918090.0
Australia and Oceania,New Zealand,Fruits,Online,H,2014-09-02,SYN000235,2014-10-04,2129,9.5,7.37,20225.5,17222.05,5250.99
Europe,Albania,Clothes,Online,C,2010-02-05,SYN000236,2010-03-12,2300,117.12,36.75,269376.0,77468.43,168672.01
Europe,Russia,Office Supplies,Offline,L,2014-04-29,SYN000237,2014-05-15,1742,668.43,531.42,1164405.0599999998,896325.71,250951.45
Europe,Austria,Cosmetics,Offline,H,2015-02-28,SYN000238,2015-03-07,2795,457.71,267.24,1279299.45,731104.1,493156.44
Asia,Mongolia,Personal Care,Offline,C,2014-02-25,SYN000239,2014-02-20,5286,84.55,58.93,446931.3,291194.53,124204.35
Sub-Saharan Africa,Cameroon,Beverages,Offline,C,2015-04-04,SYN000240,2015-04-19,5977,46.72,31.14,279245.44,171380.47,83409.55
Sub-Saharan Africa,Zambia,Snacks,Online,L,2011-01-07,SYN000241,2011-01-03,4055,149.82,102.63,607520.1,406662.17,220675.04
Asia,Mongolia,Personal Care,Offline,C,2014-02-25,SYN000242,2014-02-18,5240,80.49,57.92,421767.6,266638.1,124297.72
Central America and the Caribbean,Costa Rica,Personal Care,Offline,L,2017-05-14,SYN000243,2017-05-14,6541,80.92,56.94,529297.72,356694.71,165074.19
Australia and Oceania,Solomon Islands,Baby Food,Online,C,2015-01-28,SYN000244,2015-02-17,2911,256.62,161.24,747020.8200000001,486934.53,259172.07
Sub-Saharan Africa,The Gambia,Baby Food,Offline,M,2014-01-31,SYN000245,2014-03-21,5625,242.51,172.76,1364118.75,955491.48,511822.82
Sub-Saharan Africa,Niger,Personal Care,Online,H,2017-03-09,SYN000246,2017-03-30,3049,74.87,57.28,228278.63,179536.88,78204.29
Australia and Oceania,Solomon Islands,Baby Food,Online,C,2015-02-10,SYN000247,2015-02-25,2811,277.14,153.11,779040.5399999999,448397.75,301014.14
Europe,Slovenia,Beverages,Offline,C,2016-10-25,SYN000248,2016-11-28,4484,47.78,31.46,214245.52000000002,153726.27,76862.7
Middle East and North Africa,Libya,Clothes,Offline,H,2010-11-03,SYN000249,2010-11-20,6351,111.48,32.66,708009.48,222507.2,462816.99
Europe,United Kingdom,Household,Online,L,2012-01-08,SYN000250,2012-02-13,302,682.25,513.48,206039.5,141950.75,44739.86
Europe,Switzerland,Personal Care,Online,M,2010-12-29,SYN000251,2011-02-01,261,81.09,59.64,21164.49,15617.5,6380.13
Central America and the Caribbean,Honduras,Snacks,Online,L,2016-06-26,SYN000252,2016-07-25,2192,147.54,98.46,323407.68,219216.0,122144.38
North America,Mexico,Household,Offline,C,2014-11-03,SYN000253,2014-12-05,7087,670.53,502.95,4752046.109999999,3567247.42,1093047.94
Sub-Saharan Africa,Cameroon,Beverages,Offline,C,2015-03-27,SYN000254,2015-04-15,5413,44.05,31.93,238442.65,177859.67,80577.3
Sub-Saharan Africa,The Gambia,Cereal,Offline,H,2012-06-05,SYN000255,2012-06-13,2152,201.57,115.26,433778.64,235683.37,183782.55
Europe,Switzerland,Personal Care,Online,M,2010-12-27,SYN000256,2011-01-25,259,78.23,58.59,20261.57,14790.84,6762.33
Europe,Slovakia,Vegetables,Online,H,2012-10-11,SYN000257,2012-11-12,165,170.62,90.52,28152.3,15498.12,10983.16
Sub-Saharan Africa,Rwanda,Office Supplies,Offline,L,2013-01-25,SYN000258,2013-02-03,4782,650.2,566.4,3109256.4000000004,2582086.14,629245.57
Europe,Norway,Baby Food,Online,L,2014-05-09,SYN000259,2014-06-30,7646,271.46,163.4,2075583.16,1262453.0,739299.0
Sub-Saharan Africa,The Gambia,Meat,Online,M,2017-01-12,SYN000260,2017-01-22,5369,459.23,361.62,2465605.87,1853595.61,270324.68
Asia,Turkmenistan,Office Supplies,Online,M,2013-04-18,SYN000261,2013-05-17,5287,618.17,509.15,3268264.7899999996,2690647.85,661728.14
Asia,Mongolia,Personal Care,Offline,C,2014-02-19,SYN000262,2014-02-27,4830,73.56,53.42,355294.8,289190.28,126081.0
Europe,Switzerland,Cosmetics,Offline,M,2012-09-24,SYN000263,2012-10-13,8543,441.95,264.36,3775578.85,2297400.51,1394358.54
Europe,Bulgaria,Office Supplies,Online,M,2012-02-11,SYN000264,2012-03-05,4290,613.08,545.03,2630113.2,2075250.18,499982.9
Sub-Saharan Africa,Gabon,Personal Care,Offline,L,2012-07-12,SYN000265,2012-07-03,8573,81.59,52.33,699471.0700000001,503560.28,219513.13
Asia,Brunei,Office Supplies,Online,L,2012-03-31,SYN000266,2012-05-14,6727,660.94,568.23,4446143.380000001,3441173.79,907275.0
Sub-Saharan Africa,The Gambia,Cereal,Offline,H,2012-06-04,SYN000267,2012-06-07,2189,214.26,119.03,469015.13999999996,252604.61,189794.32
Central America and the Caribbean,Honduras,Household,Offline,H,2017-02-02,SYN000268,2017-02-14,9061,629.61,521.9,5704896.21,4920617.05,1481635.42
Europe,San Marino,Baby Food,Online,L,2013-06-26,SYN000269,2013-06-29,4809,247.3,167.33,1189265.7,756686.0,448494.0
Europe,Slovakia,Vegetables,Online,H,2012-09-30,SYN000270,2012-11-10,155,152.69,92.07,23666.95,16295.42,10570.42
Asia,Mongolia,Personal Care,Offline,C,2014-02-23,SYN000271,2014-02-23,5176,81.02,55.22,419359.51999999996,292148.61,122934.46
Sub-Saharan Africa,Sao Tome and Principe,Fruits,Offline,H,2013-09-10,SYN000272,2013-10-21,6869,9.61,6.61,66011.09,57035.77,19001.47
Sub-Saharan Africa,The Gambia,Cereal,Offline,H,2012-06-11,SYN000273,2012-06-11,1988,214.66,111.97,426744.08,255563.56,192576.83
Australia and Oceania,East Timor,Meat,Online,L,2012-08-07,SYN000274,2012-09-06,5965,440.46,356.41,2627343.9,2235595.29,347450.37
Europe,Spain,Household,Offline,L,2012-10-23,SYN000275,2012-11-29,4400,676.72,492.29,2977568.0,2223380.17,741873.01
Middle East and North Africa,Lebanon,Clothes,Online,L,2012-09-12,SYN000276,2012-10-02,8014,108.49,34.48,869438.86,297243.05,592870.79
Asia,Kyrgyzstan,Vegetables,Online,H,2011-06-20,SYN000277,2011-07-16,135,142.92,83.73,19294.199999999997,11402.64,7613.04
Europe,Norway,Beverages,Offline,C,2014-07-11,SYN000278,2014-07-29,5719,47.73,32.64,272967.87,166433.3,82408.75
Central America and the Caribbean,Grenada,Cereal,Online,C,2012-08-16,SYN000279,2012-09-14,2751,202.7,106.92,557627.7,332827.79,261385.88
Middle East and North Africa,Libya,Fruits,Online,L,2015-08-15,SYN000280,2015-09-27,662,8.74,5.96,5785.88,4519.95,1585.56
Europe,Austria,Cosmetics,Offline,H,2015-03-02,SYN000281,2015-03-02,2647,429.55,289.97,1137018.85,763166.97,455840.53
Middle East and North Africa,Pakistan,Cosmetics,Offline,L,2013-07-09,SYN000282,2013-08-19,9188,479.22,235.48,4403073.36,2815600.63,1649026.07
Sub-Saharan Africa,Mali,Fruits,Online,L,2010-05-06,SYN000283,2010-05-04,5981,8.95,6.42,53529.95,41378.05,13971.31
Europe,Switzerland,Personal Care,Online,M,2010-12-19,SYN000284,2011-01-28,286,83.81,54.53,23969.66,15875.68,6657.49
Middle East and North Africa,Pakistan,Cosmetics,Offline,L,2013-07-10,SYN000285,2013-08-11,10672,448.18,251.98,4782976.96,2480785.01,1858248.68
Sub-Saharan Africa,Cote d'Ivoire,Clothes,Online,C,2012-06-04,SYN000286,2012-06-25,3518,110.96,36.13,390357.27999999997,115769.58,249934.37
Asia,Mongolia,Personal Care,Offline,C,2014-02-13,SYN000287,2014-03-01,4867,77.82,52.85,378749.93999999994,271233.95,125968.36
Europe,Slovenia,Beverages,Offline,C,2016-10-16,SYN000288,2016-12-02,4800,46.04,31.38,220992.0,142346.35,75256.52
Central America and the Caribbean,Belize,Clothes,Offline,M,2016-07-25,SYN000289,2016-09-12,5355,108.88,33.52,583052.4,190040.23,395936.81
Sub-Saharan Africa,Sao Tome and Principe,Beverages,Offline,C,2011-01-12,SYN000290,2011-01-15,8476,46.93,33.87,397778.68,296746.17,140657.49
Middle East and North Africa,Libya,Clothes,Offline,H,2010-10-29,SYN000291,2010-11-14,5879,109.85,36.08,645808.15,210179.35,415690.73
Australia and Oceania,Kiribati,Fruits,Online,M,2014-10-16,SYN000292,2014-11-03,5136,9.96,6.76,51154.560000000005,38516.84,12598.62
Sub-Saharan Africa,Mali,Fruits,Online,L,2010-05-09,SYN000293,2010-05-05,5725,9.55,6.59,54673.75000000001,41271.22,13385.84
Central America and the Caribbean,Honduras,Household,Offline,H,2017-02-04,SYN000294,2017-02-13,9216,744.8,542.75,6864076.8,4416830.93,1457258.56
Europe,Macedonia,Clothes,Offline,C,2014-10-12,SYN000295,2014-11-15,7569,110.63,38.57,837358.47,293452.7,539847.02
Australia and Oceania,East Timor,Meat,Online,L,2012-07-25,SYN000296,2012-09-13,5773,429.73,373.03,2480831.29,2237630.34,342046.38
Sub-Saharan Africa,Cameroon,Office Supplies,Online,M,2011-11-02,SYN000297,2011-11-17,5956,634.57,545.3,3779498.9200000004,2956305.48,679814.77
Sub-Saharan Africa,Lesotho,Fruits,Online,L,2013-08-21,SYN000298,2013-09-21,10106,9.41,7.23,95097.46,67766.74,24505.97
Sub-Saharan Africa,Sao Tome and Principe,Fruits,Offline,H,2013-09-24,SYN000299,2013-10-25,7634,9.09,7.28,69393.06,51507.72,18547.51
Middle East and North Africa,Libya,Clothes,Offline,H,2010-11-02,SYN000300,2010-11-24,6104,104.1,36.08,635426.4,227623.07,439696.89
Middle East and North Africa,Azerbaijan,Cosmetics,Online,M,2010-02-12,SYN000301,2010-02-25,7551,407.36,288.97,3075975.3600000003,1855091.42,1321999.16
Middle East and North Africa,Libya,Clothes,Offline,H,2010-11-02,SYN000302,2010-11-20,6866,108.13,35.62,742420.58,215557.64,432957.17
Europe,France,Cosmetics,Online,H,2017-05-23,SYN000303,2017-06-07,1657,473.5,244.68,784589.5,449543.94,306046.25
Europe,Norway,Beverages,Offline,C,2014-07-11,SYN000304,2014-07-28,5405,47.12,31.83,254683.59999999998,165221.42,84167.94
Sub-Saharan Africa,Sierra Leone,Office Supplies,Offline,H,2016-12-10,SYN000305,2016-12-21,922,672.89,458.43,620404.58,510128.32,116811.0
Sub-Saharan Africa,Niger,Personal Care,Online,H,2017-03-17,SYN000306,2017-03-26,3137,76.83,57.82,241015.71,172119.58,71863.24
Sub-Saharan Africa,Rwanda,Office Supplies,Offline,L,2013-02-02,SYN000307,2013-02-01,5223,668.88,543.75,3493560.2399999998,2774395.38,696854.32
Australia and Oceania,Australia,Office Supplies,Online,C,2015-10-29,SYN000308,2015-11-30,2952,673.89,533.84,1989323.28,1535095.94,355003.0
Australia and Oceania,East Timor,Meat,Online,L,2012-08-06,SYN000309,2012-09-10,5613,392.93,345.22,2205516.09,2235826.81,327376.59
Middle East and North Africa,Pakistan,Cosmetics,Offline,L,2013-07-02,SYN000310,2013-08-20,9948,422.87,264.22,4206710.76,2600205.12,1748818.08
Sub-Saharan Africa,Sierra Leone,Office Supplies,Offline,H,2016-12-11,SYN000311,2016-12-14,935,660.48,516.84,617548.8,489581.78,116520.0
Sub-Saharan Africa,Republic of the Congo,Personal Care,Offline,M,2015-07-19,SYN000312,2015-08-19,6242,82.33,58.08,513903.86,323283.44,155286.11
Sub-Saharan Africa,Gabon,Personal Care,Offline,L,2012-07-14,SYN000313,2012-07-16,8678,87.24,59.24,757068.72,485610.33,206085.88
Australia and Oceania,Solomon Islands,Baby Food,Online,C,2015-01-29,SYN000314,2015-02-17,2890,261.36,142.22,755330.4,468442.37,281569.75
Asia,Sri Lanka,Cosmetics,Offline,M,2016-11-12,SYN000315,2016-12-15,6912,437.49,261.72,3023930.88,1776699.07,1154603.63
Central America and the Caribbean,Grenada,Cereal,Online,C,2012-08-27,SYN000316,2012-09-21,2818,207.73,123.31,585383.14,314334.4,264021.43
Europe,Austria,Cosmetics,Offline,H,2015-02-21,SYN000317,2015-03-08,2661,455.08,266.47,1210967.88,746264.65,495781.77
Europe,Norway,Baby Food,Online,L,2014-05-19,SYN000318,2014-06-23,7955,250.2,158.13,1990341.0,1189313.0,793858.0
Sub-Saharan Africa,Zambia,Snacks,Online,L,2011-01-04,SYN000319,2011-01-03,4364,139.95,98.19,610741.7999999999,414848.83,211587.16
Central America and the Caribbean,Haiti,Cosmetics,Offline,H,2013-10-12,SYN000320,2013-11-23,1681,411.88,242.01,692370.28,488052.84,292098.19
Central America and the Caribbean,Belize,Clothes,Offline,M,2016-07-26,SYN000321,2016-08-31,5482,114.07,32.57,625331.74,206402.26,400477.22
Sub-Saharan Africa,Djibouti,Cereal,Online,H,2017-05-14,SYN000322,2017-06-20,8470,217.52,118.85,1842394.4000000001,1046297.51,789388.61
Sub-Saharan Africa,Gabon,Personal Care,Offline,L,2012-07-13,SYN000323,2012-07-11,9326,81.48,57.46,759882.48,494217.36,234140.17
Sub-Saharan Africa,Senegal,Cereal,Online,H,2014-04-22,SYN000324,2014-05-29,6219,215.95,116.24,1342993.0499999998,770364.62,586384.52
Asia,Malaysia,Fruits,Offline,L,2011-11-07,SYN000325,2011-12-25,6004,8.86,6.95,53195.439999999995,40390.34,16513.14
Europe,Lithuania,Office Supplies,Offline,H,2010-10-31,SYN000326,2010-11-19,8283,691.52,497.65,5727860.16,4485955.39,1092826.29
Sub-Saharan Africa,Sierra Leone,Office Supplies,Offline,M,2011-12-02,SYN000327,2012-01-07,3018,619.69,537.48,1870224.4200000002,2045285.65,456665.89
Sub-Saharan Africa,Mauritania,Office Supplies,Offline,C,2012-01-13,SYN000328,2012-01-15,1195,650.06,531.29,776821.7,693879.32,168087.76
Sub-Saharan Africa,The Gambia,Household,Offline,L,2012-06-01,SYN000329,2012-06-15,2537,622.14,489.07,1578369.18,1182093.61,373022.54
Europe,Russia,Office Supplies,Offline,L,2014-05-05,SYN000330,2014-05-15,1641,668.53,558.05,1097057.73,915209.48,208064.66
Australia and Oceania,Tuvalu,Baby Food,Offline,H,2010-06-01,SYN000331,2010-06-22,11022,232.34,150.94,2560851.48,1537599.08,962225.47
Asia,Brunei,Office Supplies,Online,L,2012-04-02,SYN000332,2012-05-10,7046,668.39,505.96,4709475.9399999995,3381142.19,912437.0
Australia and Oceania,Australia,Office Supplies,Online,C,2015-10-25,SYN000333,2015-11-19,2859,645.23,546.6,1844712.57,1643573.43,372043.0
Middle East and North Africa,Libya,Clothes,Offline,H,2010-11-05,SYN000334,2010-11-14,6251,110.47,35.22,690547.97,209674.82,463900.23
Asia,Brunei,Office Supplies,Online,L,2012-04-06,SYN000335,2012-05-07,6387,656.61,559.85,4193768.0700000003,3414362.33,863988.0
Sub-Saharan Africa,Mauritania,Office Supplies,Offline,C,2012-01-16,SYN000336,2012-01-12,1174,663.65,530.34,779125.1,697527.24,158340.39
Sub-Saharan Africa,Burkina Faso,Vegetables,Online,H,2012-07-12,SYN000337,2012-07-30,8408,147.63,86.63,1241273.04,701427.23,546004.4
Asia,Sri Lanka,Cosmetics,Offline,M,2016-11-15,SYN000338,2016-12-15,7063,443.92,241.76,3135406.96,1850400.49,1243073.02
Europe,Romania,Cosmetics,Online,H,2010-12-02,SYN000339,2010-12-23,7585,437.61,262.25,3319271.85,2188542.47,1256328.25
Sub-Saharan Africa,Burkina Faso,Vegetables,Online,H,2012-07-10,SYN000340,2012-07-27,8237,161.84,86.36,1333076.08,814675.31,527106.73
Sub-Saharan Africa,Sierra Leone,Office Supplies,Offline,M,2011-11-21,SYN000341,2012-01-07,3550,654.02,582.47,2321771.0,1807018.08,441952.71
Asia,Laos,Vegetables,Offline,C,2011-09-19,SYN000342,2011-10-17,3958,143.23,83.63,566904.34,375883.9,241117.82
Sub-Saharan Africa,Sao Tome and Principe,Beverages,Offline,C,2011-01-20,SYN000343,2011-01-16,9119,45.91,32.06,418653.29,289466.92,127491.53
Sub-Saharan Africa,Comoros,Cereal,Offline,H,2016-03-28,SYN000344,2016-04-22,1003,198.75,111.29,199346.25,112874.54,82756.71
Europe,Monaco,Baby Food,Offline,H,2012-05-29,SYN000345,2012-06-01,8928,264.2,157.04,2358777.6,1371558.26,791228.13
Europe,United Kingdom,Household,Online,L,2011-12-29,SYN000346,2012-02-08,281,633.14,508.74,177912.34,135766.8,43538.55
Australia and Oceania,Australia,Cereal,Offline,H,2013-06-14,SYN000347,2013-06-27,650,198.91,118.36,129291.5,78845.43,61810.4
Europe,Russia,Office Supplies,Offline,L,2014-04-25,SYN000348,2014-05-10,1693,697.65,590.28,1181121.45,940525.53,245188.11
Australia and Oceania,Samoa,Cosmetics,Online,H,2013-07-15,SYN000349,2013-08-10,9424,447.4,262.09,4216297.6,2428002.66,1745854.82
Middle East and North Africa,Azerbaijan,Cosmetics,Online,M,2010-01-31,SYN000350,2010-03-01,7453,401.58,235.4,2992975.7399999998,2092256.53,1245434.67
Asia,Turkmenistan,Office Supplies,Online,M,2013-04-26,SYN000351,2013-05-18,5366,681.63,488.44,3657626.58,2654269.89,621706.72
